label,independent_units,qipedc_recordings,qipedc_videos,hcmue_videos,vslgh_signers,vslgh_segments,sources,surface_forms
hót,1,1,1,0,0,0,qipedc,hót
hót rác,1,1,1,0,0,0,qipedc,hót rác
hót rác (cái hót rác),1,1,1,0,0,0,qipedc,hót rác (cái hót rác)
hôi,1,1,1,0,0,0,qipedc,hôi
hôm nay,11,0,0,5,6,28,hcmue+vslgh,HÔM-NAY | hôm nay
hôm qua,10,0,0,4,6,28,hcmue+vslgh,HÔM-QUA | hôm qua
hôn,1,1,1,0,0,0,qipedc,hôn
hùng vĩ,1,1,1,0,0,0,qipedc,hùng vĩ
hùng vương,1,1,1,0,0,0,qipedc,Hùng Vương
hú vía,1,1,1,0,0,0,qipedc,hú vía
hút nước,1,1,1,0,0,0,qipedc,hút nước
hút thuốc,6,0,0,0,6,28,vslgh,HÚT-THUỐC
hút thuốc lá,1,1,1,0,0,0,qipedc,hút thuốc lá
hăm dọa,1,1,1,0,0,0,qipedc,hăm dọa
hăng hái,1,1,1,0,0,0,qipedc,hăng hái
hơi hơi,6,0,0,0,6,13,vslgh,HƠI HƠI
hơi nước,1,1,1,0,0,0,qipedc,hơi nước
hưng yên,1,1,1,0,0,0,qipedc,Hưng Yên
hướng dẫn,1,1,1,0,0,0,qipedc,hướng dẫn
hạ long,1,1,1,0,0,0,qipedc,Hạ Long
hạ nách,1,0,0,1,0,0,hcmue,hạ nách
hạn hán,1,1,1,0,0,0,qipedc,hạn hán
hạt,1,1,1,0,0,0,qipedc,hạt
hạt cườm,1,1,1,0,0,0,qipedc,hạt cườm
hạt lúa,1,1,1,0,0,0,qipedc,hạt lúa
hạt lạc,1,1,1,0,0,0,qipedc,hạt lạc
hạt tiêu,1,1,1,0,0,0,qipedc,hạt tiêu
hải dương,1,1,1,0,0,0,qipedc,Hải Dương
hải quân,1,0,0,1,0,0,hcmue,hải quân
hải sản,7,1,1,0,6,14,qipedc+vslgh,HẢI-SẢN | hải sản
hải đảo,1,1,1,0,0,0,qipedc,hải đảo
hấp,1,1,1,0,0,0,qipedc,hấp
hấp dẫn,1,1,1,0,0,0,qipedc,hấp dẫn
hậu giang,1,1,1,0,0,0,qipedc,Hậu Giang
hậu quả,1,1,1,0,0,0,qipedc,hậu quả
hắt hơi,1,1,1,0,0,0,qipedc,hắt hơi
hằng đẳng thức,1,1,1,0,0,0,qipedc,hằng đẳng thức
hẹn,8,2,3,0,6,29,qipedc+vslgh,HẸN | hẹn
hết,6,0,0,0,6,28,vslgh,HẾT
hệ bài tiết,1,1,1,0,0,0,qipedc,hệ bài tiết
hệ thống,2,2,3,0,0,0,qipedc,hệ thống
hệ điều hành,1,0,0,1,0,0,hcmue,hệ điều hành
họ (2 người) (đại từ),1,1,1,0,0,0,qipedc,họ (2 người) (đại từ)
họ (đại từ),1,1,1,0,0,0,qipedc,họ (đại từ)
họ hàng,1,0,0,1,0,0,hcmue,họ hàng
họa sỹ,1,1,1,0,0,0,qipedc,họa sỹ
học bổng,1,1,1,0,0,0,qipedc,học bổng
học giỏi,1,1,1,0,0,0,qipedc,học giỏi
học kém,1,1,1,0,0,0,qipedc,học kém
học nhóm,1,1,1,0,0,0,qipedc,học nhóm
học phí,1,1,1,0,0,0,qipedc,học phí
học sinh miền nam,1,1,1,0,0,0,qipedc,học sinh Miền Nam
học trung bình,1,1,1,0,0,0,qipedc,học trung bình
học trò,1,1,1,0,0,0,qipedc,học trò
học tập,1,1,1,0,0,0,qipedc,học tập
họng,7,1,1,0,6,42,qipedc+vslgh,HỌNG | họng
họp,2,2,3,0,0,0,qipedc,họp
họp nhóm,2,2,3,0,0,0,qipedc,họp nhóm
hỏi,8,2,3,0,6,140,qipedc+vslgh,HỎI | hỏi
hỏi han,1,1,1,0,0,0,qipedc,hỏi han
hỏi thăm,1,1,1,0,0,0,qipedc,hỏi thăm
hỏi tôi,6,0,0,0,6,98,vslgh,HỎI-TÔI
hỏng,2,2,3,0,0,0,qipedc,hỏng
hối hận,3,3,3,0,0,0,qipedc,hối hận
hối lộ,1,1,1,0,0,0,qipedc,hối lộ
hốt hoảng,1,1,1,0,0,0,qipedc,hốt hoảng
hồ chí minh,1,1,1,0,0,0,qipedc,Hồ Chí Minh
hồ dán,1,1,1,0,0,0,qipedc,hồ dán
hồ hoàn kiếm,1,1,1,0,0,0,qipedc,hồ Hoàn Kiếm
hồ nước,1,1,1,0,0,0,qipedc,hồ nước
hồ sơ,6,0,0,0,6,14,vslgh,HỒ-SƠ
hồi hộp,8,2,3,0,6,14,qipedc+vslgh,HỒI-HỘP | hồi hộp
hỗn số,1,1,1,0,0,0,qipedc,hỗn số
hội chứng đao down,1,1,1,0,0,0,qipedc,hội chứng Đao - Down
hội nghị,1,1,1,0,0,0,qipedc,hội nghị
hội thoại,1,1,1,0,0,0,qipedc,hội thoại
hội thảo,2,2,2,0,0,0,qipedc,hội thảo
hội trường,1,1,1,0,0,0,qipedc,hội trường
hộp,1,1,1,0,0,0,qipedc,hộp
hộp bút,1,1,1,0,0,0,qipedc,hộp bút
hộp sữa,1,1,1,0,0,0,qipedc,hộp sữa
hở hang,1,0,0,1,0,0,hcmue,hở hang
hợp lí,1,1,1,0,0,0,qipedc,hợp lí
hợp tác,1,1,1,0,0,0,qipedc,hợp tác
hợp đồng,1,1,2,0,0,0,qipedc,hợp đồng
hứa,2,2,3,0,0,0,qipedc,hứa
hữu nghị,1,1,1,0,0,0,qipedc,hữu nghị
i,2,1,1,1,0,0,qipedc+hcmue,i
i rắc (nước i rắc),1,1,1,0,0,0,qipedc,I-rắc (nước I-rắc)
in,1,0,0,1,0,0,hcmue,in
in (ấn),1,1,1,0,0,0,qipedc,in (ấn)
internet,1,1,1,0,0,0,qipedc,internet
italia (nước italia),1,1,1,0,0,0,qipedc,Italia (nước Italia)
ix,6,0,0,0,6,83,vslgh,IX
j,1,1,1,0,0,0,qipedc,j
k,2,1,1,1,0,0,qipedc+hcmue,k
keo kiệt,1,1,1,0,0,0,qipedc,keo kiệt
khai mạc,1,1,1,0,0,0,qipedc,khai mạc
khan ho,6,0,0,0,6,14,vslgh,KHAN-HO
khe cửa,1,1,1,0,0,0,qipedc,khe cửa
khe núi,1,1,1,0,0,0,qipedc,khe núi
khen,1,1,1,0,0,0,qipedc,khen
khen tặng,1,1,1,0,0,0,qipedc,khen tặng
khi,6,0,0,0,6,112,vslgh,KHI
khi nào,8,0,0,2,6,14,hcmue+vslgh,KHI-NÀO | khi nào
khiêm tốn,1,1,1,0,0,0,qipedc,khiêm tốn
khiêng,1,1,1,0,0,0,qipedc,khiêng
khoa học,1,1,1,0,0,0,qipedc,khoa học
khoan,1,1,1,0,0,0,qipedc,khoan
khoan (cái khoan),1,1,1,0,0,0,qipedc,khoan (cái khoan)
khoan (khoan đã),1,1,1,0,0,0,qipedc,khoan (khoan đã)
khoang tàu,1,1,1,0,0,0,qipedc,khoang tàu
khoanh tay,1,1,1,0,0,0,qipedc,khoanh tay
khoe,1,1,1,0,0,0,qipedc,khoe
khoá (cái khóa),1,1,1,0,0,0,qipedc,khoá (cái khóa)
khoác tay,1,1,1,0,0,0,qipedc,khoác tay
khoác vai,1,1,1,0,0,0,qipedc,khoác vai
khoác áo,1,1,1,0,0,0,qipedc,khoác áo
khoáng sản,1,1,1,0,0,0,qipedc,khoáng sản
khoảng cách,1,1,1,0,0,0,qipedc,khoảng cách
khoẻ mạnh,1,1,1,0,0,0,qipedc,khoẻ mạnh
khu rừng,1,1,1,0,0,0,qipedc,khu rừng
khu vườn,1,1,1,0,0,0,qipedc,khu vườn
khu vực cách ly,1,1,1,0,0,0,qipedc,khu vực cách ly
khung cửa số,1,1,1,0,0,0,qipedc,khung cửa số
khung thành,1,1,1,0,0,0,qipedc,khung thành
khuy,1,1,1,0,0,0,qipedc,khuy
khuya,2,0,0,2,0,0,hcmue,khuya
khuyên tai,1,1,1,0,0,0,qipedc,khuyên tai
khuyến khích,1,1,1,0,0,0,qipedc,khuyến khích
khuôn hình,1,1,1,0,0,0,qipedc,khuôn hình
khác,7,1,1,0,6,14,qipedc+vslgh,KHÁC | khác
khách,1,1,1,0,0,0,qipedc,khách
khách mời,1,1,1,0,0,0,qipedc,khách mời
khách sạn,1,1,1,0,0,0,qipedc,khách sạn
khách vip,1,1,1,0,0,0,qipedc,khách vip
khám,6,0,0,0,6,279,vslgh,KHÁM
khám bệnh,1,1,1,0,0,0,qipedc,khám bệnh
khám phá,1,1,1,0,0,0,qipedc,khám phá
kháng cự,1,1,1,0,0,0,qipedc,kháng cự
kháng sinh,1,1,1,0,0,0,qipedc,kháng sinh
khánh hòa,1,1,1,0,0,0,qipedc,Khánh Hòa
khát nước,1,1,1,0,0,0,qipedc,khát nước
khát vọng,1,1,1,0,0,0,qipedc,khát vọng
kháu khỉnh,1,1,1,0,0,0,qipedc,kháu khỉnh
khâm phục,1,1,1,0,0,0,qipedc,khâm phục
khâu vá,1,1,1,0,0,0,qipedc,khâu vá
khéo,1,1,1,0,0,0,qipedc,khéo
khép cửa,1,1,1,0,0,0,qipedc,khép cửa
khí cầu,1,1,1,0,0,0,qipedc,khí cầu
khí hư,6,0,0,0,6,14,vslgh,KHÍ-HƯ
khí hậu,1,0,0,1,0,0,hcmue,khí hậu
khó khăn,2,2,2,0,0,0,qipedc,khó khăn
khó ngủ,6,0,0,0,6,14,vslgh,KHÓ-NGỦ
khó tiêu,1,1,1,0,0,0,qipedc,khó tiêu
khóa cửa,1,1,1,0,0,0,qipedc,khóa cửa
khóa quần,1,1,1,0,0,0,qipedc,khóa quần
khóc,1,1,1,0,0,0,qipedc,khóc
khói,1,1,1,0,0,0,qipedc,khói
khóm dứa,1,1,1,0,0,0,qipedc,khóm dứa
khô héo,1,1,1,0,0,0,qipedc,khô héo
không,7,0,0,1,6,196,hcmue+vslgh,KHÔNG | không
không bình đẳng,1,1,1,0,0,0,qipedc,không bình đẳng
không cho,2,2,3,0,0,0,qipedc,không cho
không có,7,1,1,0,6,112,qipedc+vslgh,KHÔNG-CÓ | không có
không có chi,1,1,1,0,0,0,qipedc,không có chi
không cần,7,1,1,0,6,30,qipedc+vslgh,KHÔNG-CẦN | không cần
không dám,3,3,3,0,0,0,qipedc,không dám
không gian,1,1,1,0,0,0,qipedc,không gian
không hiểu,8,2,3,0,6,14,qipedc+vslgh,KHÔNG-HIỂU | không hiểu
không khí,1,1,1,0,0,0,qipedc,không khí
không muốn,2,2,3,0,0,0,qipedc,không muốn
không nghe lời,2,2,3,0,0,0,qipedc,không nghe lời
không ngon,1,1,1,0,0,0,qipedc,không ngon
không nhận,6,0,0,0,6,14,vslgh,KHÔNG-NHẬN
không nên,3,3,3,0,0,0,qipedc,không nên
không quen,2,2,3,0,0,0,qipedc,không quen
không quân,1,0,0,1,0,0,hcmue,không quân
không thấy,6,0,0,0,6,14,vslgh,KHÔNG-THẤY
không thẳng hàng,1,1,1,0,0,0,qipedc,không thẳng hàng
không được,6,0,0,0,6,43,vslgh,KHÔNG-ĐƯỢC
không đẹp,2,2,3,0,0,0,qipedc,không đẹp
khúc khuỷu,1,1,1,0,0,0,qipedc,khúc khuỷu
khăn mặt,1,1,1,0,0,0,qipedc,khăn mặt
khăn quàng,1,1,1,0,0,0,qipedc,khăn quàng
khăn quàng đỏ,1,1,1,0,0,0,qipedc,khăn quàng đỏ
khả năng,1,1,1,0,0,0,qipedc,khả năng
khẩu hiệu,1,1,1,0,0,0,qipedc,khẩu hiệu
khẩu trang,1,1,1,0,0,0,qipedc,khẩu trang
khắc phục,1,1,1,0,0,0,qipedc,khắc phục
khỏi bệnh,3,3,3,0,0,0,qipedc,khỏi bệnh
khố,1,1,1,0,0,0,qipedc,khố
khối lượng,1,1,1,0,0,0,qipedc,khối lượng
khổ,2,2,2,0,0,0,qipedc,khổ
khổ công,1,1,1,0,0,0,qipedc,khổ công
khổ thơ,1,1,1,0,0,0,qipedc,khổ thơ
khổ vải,1,0,0,1,0,0,hcmue,khổ vải
khổng lồ,1,1,1,0,0,0,qipedc,khổng lồ
khớp gối,6,0,0,0,6,14,vslgh,KHỚP-GỐI
khớp xương,1,1,1,0,0,0,qipedc,khớp xương
khờ dại,1,1,1,0,0,0,qipedc,khờ dại
khởi hành,1,0,0,1,0,0,hcmue,khởi hành
khởi nghiệp,1,1,1,0,0,0,qipedc,khởi nghiệp
ki lô gam,1,1,1,0,0,0,qipedc,ki-lô-gam
ki lô mét (km),1,1,1,0,0,0,qipedc,ki-lô-mét (km)
ki lô mét vuông (km2),1,1,1,0,0,0,qipedc,ki-lô-mét vuông (km2)
kia,1,1,1,0,0,0,qipedc,kia
kim,1,1,1,0,0,0,qipedc,kim
kim cương,1,1,1,0,0,0,qipedc,kim cương
kim loại,6,0,0,0,6,28,vslgh,KIM-LOẠI
kim tay,1,0,0,1,0,0,hcmue,kim tay
kim đồng,1,1,1,0,0,0,qipedc,Kim Đồng
kinh,6,0,0,0,6,14,vslgh,KINH
kinh nghiệm,2,2,3,0,0,0,qipedc,kinh nghiệm
kinh nguyệt,6,0,0,0,6,56,vslgh,KINH-NGUYỆT
kinh ngạc,1,1,1,0,0,0,qipedc,kinh ngạc
kiên giang,1,1,1,0,0,0,qipedc,Kiên Giang
kiên quyết,1,1,1,0,0,0,qipedc,kiên quyết
kiên trì (giống: kiên nhẫn),1,1,1,0,0,0,qipedc,kiên trì (giống: kiên nhẫn)
kiêng,6,0,0,0,6,14,vslgh,KIÊNG
"kiêu (kiêu căng, kiêu xa)",1,1,1,0,0,0,qipedc,"kiêu (kiêu căng, kiêu xa)"
kiếm (cái kiếm),1,1,1,0,0,0,qipedc,kiếm (cái kiếm)
kiến thức,1,1,1,0,0,0,qipedc,kiến thức
kiến trúc,1,1,1,0,0,0,qipedc,kiến trúc
kiến trúc sư,1,1,1,0,0,0,qipedc,kiến trúc sư
kiểm tra,2,2,3,0,0,0,qipedc,kiểm tra
kiểm tra chính tả,1,0,0,1,0,0,hcmue,kiểm tra chính tả
kon tum,1,1,1,0,0,0,qipedc,Kon Tum
kèn,1,1,1,0,0,0,qipedc,kèn
kém,2,2,3,0,0,0,qipedc,kém
kéo,1,1,1,0,0,0,qipedc,kéo
kéo bấm chỉ,1,0,0,1,0,0,hcmue,kéo bấm chỉ
kéo co,1,1,1,0,0,0,qipedc,kéo co
kêu,1,1,1,0,0,0,qipedc,kêu
kêu gọi,1,1,1,0,0,0,qipedc,kêu gọi
kì diệu,1,1,1,0,0,0,qipedc,kì diệu
kì lạ,1,1,1,0,0,0,qipedc,kì lạ
kí duyệt,1,1,1,0,0,0,qipedc,kí duyệt
kí hiệu,1,1,1,0,0,0,qipedc,kí hiệu
kí tên,2,2,3,0,0,0,qipedc,kí tên
kính,7,1,1,0,6,14,qipedc+vslgh,KÍNH | kính
kính hiển vi,1,1,1,0,0,0,qipedc,kính hiển vi
kính lão,1,1,1,0,0,0,qipedc,kính lão
kính lúp,1,1,1,0,0,0,qipedc,kính lúp
kính trọng,1,1,1,0,0,0,qipedc,kính trọng
ký tên,6,0,0,0,6,14,vslgh,KÝ-TÊN
kẹo,2,2,3,0,0,0,qipedc,kẹo
kẹp,1,1,1,0,0,0,qipedc,kẹp
kẹt xe/tắc đường,1,1,1,0,0,0,qipedc,kẹt xe/tắc đường
kẻ cắp,1,1,1,0,0,0,qipedc,kẻ cắp
kẻ thù,1,1,1,0,0,0,qipedc,kẻ thù
kết bạn,1,1,1,0,0,0,qipedc,kết bạn
kết hôn,1,0,0,1,0,0,hcmue,kết hôn
kết hợp,1,1,1,0,0,0,qipedc,kết hợp
kết luận,1,1,1,0,0,0,qipedc,kết luận
kết nút,1,0,0,1,0,0,hcmue,kết nút
kết quả,8,2,3,0,6,70,qipedc+vslgh,KẾT-QUẢ | kết quả
kể chuyện,1,1,1,0,0,0,qipedc,kể chuyện
kỉ luật,1,1,1,0,0,0,qipedc,kỉ luật
kỉ niệm,2,2,3,0,0,0,qipedc,kỉ niệm
kịch,1,1,1,0,0,0,qipedc,kịch
kịch bản,1,1,1,0,0,0,qipedc,kịch bản
kịch câm,1,1,1,0,0,0,qipedc,kịch câm
kịp thời,1,1,1,0,0,0,qipedc,kịp thời
kỳ,6,0,0,0,6,14,vslgh,KỲ
kỹ năng,1,1,1,0,0,0,qipedc,kỹ năng
l,2,1,1,1,0,0,qipedc+hcmue,L | l
la bàn,1,1,1,0,0,0,qipedc,la bàn
la hét,1,1,1,0,0,0,qipedc,la hét
lang thang,1,1,1,0,0,0,qipedc,lang thang
lao phổi,1,1,1,0,0,0,qipedc,lao phổi
lau chùi,1,1,1,0,0,0,qipedc,lau chùi
lau khô,1,1,1,0,0,0,qipedc,lau khô
lau miệng,1,1,1,0,0,0,qipedc,lau miệng
lau nhà,1,1,1,0,0,0,qipedc,lau nhà
leo trèo,1,1,1,0,0,0,qipedc,leo trèo
li dị,1,0,0,1,0,0,hcmue,li dị
linh hồn,1,1,1,0,0,0,qipedc,linh hồn
liên bang nga (nước nga),3,3,3,0,0,0,qipedc,Liên Bang Nga (nước Nga)
liên hoan,2,2,3,0,0,0,qipedc,liên hoan
liên kết,1,1,1,0,0,0,qipedc,liên kết
liên lạc,3,3,3,0,0,0,qipedc,liên lạc
liên quan,2,2,3,0,0,0,qipedc,liên quan
liên tục,1,1,1,0,0,0,qipedc,liên tục
liếc nhìn,2,2,3,0,0,0,qipedc,liếc nhìn
liền sau,1,1,1,0,0,0,qipedc,liền sau
liền trước,1,1,1,0,0,0,qipedc,liền trước
liều lĩnh,1,1,1,0,0,0,qipedc,liều lĩnh
liều mình,1,1,1,0,0,0,qipedc,liều mình
liệt (liệt tay chân),1,1,1,0,0,0,qipedc,liệt (liệt tay chân)
liệt sĩ,1,0,0,1,0,0,hcmue,liệt sĩ
liệu,6,0,0,0,6,14,vslgh,LIỆU
lo lắng,6,0,0,0,6,14,vslgh,LO-LẮNG
lo sợ,1,1,1,0,0,0,qipedc,lo sợ
loa,1,1,1,0,0,0,qipedc,loa
lon bia,1,1,1,0,0,0,qipedc,lon bia
long an,1,1,1,0,0,0,qipedc,Long An
long lanh (mắt),1,1,1,0,0,0,qipedc,long lanh (mắt)
long vương,1,1,1,0,0,0,qipedc,Long Vương
loài vật,2,2,3,0,0,0,qipedc,loài vật
loãng xương,6,0,0,0,6,14,vslgh,LOÃNG-XƯƠNG
loạn thị,1,1,1,0,0,0,qipedc,loạn thị
lung tung,3,3,3,0,0,0,qipedc,lung tung
luyện tập,1,1,1,0,0,0,qipedc,luyện tập
luyện từ và câu,1,1,1,0,0,0,qipedc,luyện từ và câu
luân phiên,2,2,2,0,0,0,qipedc,luân phiên
luật chơi,2,2,3,0,0,0,qipedc,luật chơi
luật lệ,1,1,1,0,0,0,qipedc,luật lệ
luộc,1,1,1,0,0,0,qipedc,luộc
luộc rau,1,1,1,0,0,0,qipedc,luộc rau
là gì?,2,2,3,0,0,0,qipedc,là gì?
làm,6,0,0,0,6,14,vslgh,LÀM
làm bài tập,2,2,2,0,0,0,qipedc,làm bài tập
làm lại,1,0,0,1,0,0,hcmue,làm lại
làm quen,1,1,1,0,0,0,qipedc,làm quen
làm ruộng,1,1,1,0,0,0,qipedc,làm ruộng
làm việc,1,1,1,0,0,0,qipedc,làm việc
làm được,1,1,1,0,0,0,qipedc,làm được
làn sóng,1,1,1,0,0,0,qipedc,làn sóng
làng gốm bát tràng,1,1,1,0,0,0,qipedc,làng gốm Bát Tràng
làng xóm,1,1,1,0,0,0,qipedc,làng xóm
lào (nước lào),2,2,3,0,0,0,qipedc,Lào (nước Lào)
lá cây,2,2,2,0,0,0,qipedc,lá cây
lá thư,1,1,1,0,0,0,qipedc,lá thư
lái tàu hỏa,2,2,3,0,0,0,qipedc,lái tàu hỏa
lái xe,7,0,0,1,6,14,hcmue+vslgh,LÁI-XE | lái xe
lâm đồng,1,1,1,0,0,0,qipedc,Lâm Đồng
lâu,8,2,2,0,6,28,qipedc+vslgh,LÂU | lâu
lây,6,0,0,0,6,14,vslgh,LÂY
lây bệnh,1,1,1,0,0,0,qipedc,lây bệnh
lây nhiễm,1,1,1,0,0,0,qipedc,lây nhiễm
lãng phí,1,1,1,0,0,0,qipedc,lãng phí
lãnh đạo,1,1,1,0,0,0,qipedc,lãnh đạo
lão già,1,1,1,0,0,0,qipedc,lão già
lên ngôi,1,1,1,0,0,0,qipedc,lên ngôi
lên xe,1,1,1,0,0,0,qipedc,lên xe
lên đường,1,1,1,0,0,0,qipedc,lên đường
lí do,1,1,1,0,0,0,qipedc,lí do
lò xo,1,1,1,0,0,0,qipedc,lò xo
lông,1,1,1,0,0,0,qipedc,lông
lông gà,1,1,1,0,0,0,qipedc,lông gà
lùi bước,1,1,1,0,0,0,qipedc,lùi bước
lúa,1,1,1,0,0,0,qipedc,lúa
lúc,6,0,0,0,6,14,vslgh,LÚC
lúc nào,2,2,3,0,0,0,qipedc,lúc nào
lúng túng,1,1,1,0,0,0,qipedc,lúng túng
lý do,1,1,1,0,0,0,qipedc,lý do
lăng bác hồ,1,1,1,0,0,0,qipedc,lăng Bác Hồ
lĩnh hội,1,1,1,0,0,0,qipedc,lĩnh hội
lĩnh vực,2,2,3,0,0,0,qipedc,lĩnh vực
lũ quét,1,1,1,0,0,0,qipedc,lũ quét
lũy tre,1,1,1,0,0,0,qipedc,lũy tre
lơ lửng,1,1,1,0,0,0,qipedc,lơ lửng
lưng,6,0,0,0,6,14,vslgh,LƯNG
lưng quần,1,0,0,1,0,0,hcmue,lưng quần
lưu,1,1,1,0,0,0,qipedc,lưu
lưu ý,1,1,1,0,0,0,qipedc,lưu ý
lương thực,1,1,1,0,0,0,qipedc,lương thực
lưới,1,1,1,0,0,0,qipedc,lưới
lướt ván,1,1,1,0,0,0,qipedc,lướt ván
lười,2,2,3,0,0,0,qipedc,lười
lười học,2,2,3,0,0,0,qipedc,lười học
lưỡi,1,1,1,0,0,0,qipedc,lưỡi
lưỡi câu,1,1,1,0,0,0,qipedc,lưỡi câu
lược,1,1,1,0,0,0,qipedc,lược
lượm,2,2,2,0,0,0,qipedc,Lượm | lượm
lượt,6,0,0,0,6,28,vslgh,LƯỢT
lượt về (trong thể thao),1,1,1,0,0,0,qipedc,lượt về (trong thể thao)
lượt đi,1,1,1,0,0,0,qipedc,lượt đi
lạc long quân,1,1,1,0,0,0,qipedc,Lạc Long Quân
lạc quan,1,1,1,0,0,0,qipedc,lạc quan
lại,6,0,0,0,6,84,vslgh,LẠI
lạng sơn,1,1,1,0,0,0,qipedc,Lạng Sơn
lạnh lùng,2,2,3,0,0,0,qipedc,lạnh lùng
lấm lem,1,1,1,0,0,0,qipedc,lấm lem
lấm tấm,1,0,0,1,0,0,hcmue,lấm tấm
lấy,7,1,1,0,6,140,qipedc+vslgh,LẤY | lấy
lấy thuốc,6,0,0,0,6,14,vslgh,LẤY-THUỐC
lần đầu,6,0,0,0,6,14,vslgh,LẦN-ĐẦU
lầu (tầng),1,1,1,0,0,0,qipedc,lầu (tầng)
lẩu,1,1,1,0,0,0,qipedc,lẩu
lẫn lộn,1,1,1,0,0,0,qipedc,lẫn lộn
lắc đầu,1,1,1,0,0,0,qipedc,lắc đầu
lắm,6,0,0,0,6,56,vslgh,LẮM
lắng nghe,1,1,1,0,0,0,qipedc,lắng nghe
lắp ráp,1,1,1,0,0,0,qipedc,lắp ráp
lặn,1,1,1,0,0,0,qipedc,lặn
lặng lẽ,1,1,1,0,0,0,qipedc,lặng lẽ
lều trại,1,1,1,0,0,0,qipedc,lều trại
lễ bế giảng,2,2,2,0,0,0,qipedc,lễ bế giảng
lễ halloween 31/10,2,2,3,0,0,0,qipedc,lễ Halloween 31/10
lễ hội,2,2,3,0,0,0,qipedc,lễ hội
lễ hội hóa trang,2,2,3,0,0,0,qipedc,lễ hội hóa trang
lễ nô en,3,3,3,0,0,0,qipedc,lễ Nô-en
lễ phép,1,1,1,0,0,0,qipedc,lễ phép
lễ vật,1,1,1,0,0,0,qipedc,lễ vật
lệnh,1,0,0,1,0,0,hcmue,lệnh
lịch,8,0,0,2,6,29,hcmue+vslgh,LỊCH | lịch
lịch hẹn,5,0,0,0,5,13,vslgh,LỊCH-HẸN
lọ hoa,1,1,1,0,0,0,qipedc,lọ hoa
lọ mực,1,1,1,0,0,0,qipedc,lọ mực
lọng,1,1,1,0,0,0,qipedc,lọng
lốc xoáy,1,1,1,0,0,0,qipedc,lốc xoáy
lối dành cho người đi bộ,1,0,0,1,0,0,hcmue,lối dành cho người đi bộ
lối sống,6,0,0,0,6,14,vslgh,LỐI-SỐNG
lối đi,1,1,1,0,0,0,qipedc,lối đi
lồng bàn,1,1,1,0,0,0,qipedc,lồng bàn
lồng chim,1,1,1,0,0,0,qipedc,lồng chim
lồng tiếng,1,1,1,0,0,0,qipedc,lồng tiếng
lỗi,1,0,0,1,0,0,hcmue,lỗi
lỗi chính tả,1,1,1,0,0,0,qipedc,lỗi chính tả
lỗi lầm,1,1,1,0,0,0,qipedc,lỗi lầm
lớn hơn 1 (toán học),1,1,1,0,0,0,qipedc,lớn hơn 1 (Toán học)
lớn hơn 2 (toán học),1,1,1,0,0,0,qipedc,lớn hơn 2 (Toán học)
lớp,1,1,1,0,0,0,qipedc,lớp
lớp phó,1,1,1,0,0,0,qipedc,lớp phó
lớp trưởng,1,1,1,0,0,0,qipedc,lớp trưởng
lời giải,1,1,1,0,0,0,qipedc,lời giải
lời nói,1,1,1,0,0,0,qipedc,lời nói
lỡ mất,6,0,0,0,6,14,vslgh,LỠ-MẤT
lợi ích,1,1,1,0,0,0,qipedc,lợi ích
lục giác,1,1,1,0,0,0,qipedc,lục giác
lục địa,1,1,1,0,0,0,qipedc,lục địa
lụt,1,0,0,1,0,0,hcmue,lụt
lửa,1,1,1,0,0,0,qipedc,lửa
lựu,1,1,1,0,0,0,qipedc,lựu
lựu đạn,1,1,1,0,0,0,qipedc,lựu đạn
m,2,1,1,1,0,0,qipedc+hcmue,m
ma,1,1,1,0,0,0,qipedc,ma
ma cao,1,1,1,0,0,0,qipedc,Ma Cao
ma cà rồng,1,1,1,0,0,0,qipedc,ma cà rồng
ma quỷ,1,1,1,0,0,0,qipedc,ma quỷ
ma sát,1,1,1,0,0,0,qipedc,ma sát
ma túy,2,1,1,1,0,0,qipedc+hcmue,ma túy
mang,6,0,0,0,6,27,vslgh,MANG
may cầu vai,1,0,0,1,0,0,hcmue,may cầu vai
may lai tay,1,0,0,1,0,0,hcmue,may lai tay
may mắn,1,1,1,0,0,0,qipedc,may mắn
may sườn vai,1,0,0,1,0,0,hcmue,may sườn vai
mexico (nước mexico),2,2,3,0,0,0,qipedc,Mexico (nước Mexico)
mi li mét (mm),1,1,1,0,0,0,qipedc,mi-li-mét (mm)
minh hoạ,1,1,1,0,0,0,qipedc,minh hoạ
miêu tả,1,1,1,0,0,0,qipedc,miêu tả
miến,1,1,1,0,0,0,qipedc,miến
miến điện (nước mi an ma),2,2,3,0,0,0,qipedc,Miến Điện (nước Mi-an-ma)
miền bắc việt nam,1,1,1,0,0,0,qipedc,miền Bắc Việt Nam
miền nam việt nam,1,1,1,0,0,0,qipedc,miền Nam Việt Nam
miệng há,6,0,0,0,6,14,vslgh,MIỆNG-HÁ
mua,6,0,0,0,6,14,vslgh,MUA
mua bán,1,1,1,0,0,0,qipedc,mua bán
mua vé,1,1,1,0,0,0,qipedc,mua vé
mui xe,1,1,1,0,0,0,qipedc,mui xe
muối,1,1,1,0,0,0,qipedc,muối
muối i ốt,1,1,1,0,0,0,qipedc,muối i-ốt
muốn,8,2,3,0,6,154,qipedc+vslgh,MUỐN | muốn
muốn không?,2,2,3,0,0,0,qipedc,muốn không?
muộn,1,1,1,0,0,0,qipedc,muộn
màn,3,3,3,0,0,0,qipedc,màn
